city,competition,date,match-id,gender,match-number,match-referee,method,neutralvenue,outcome,player-of-match,reserve-umpire,season,series,team-0,team-1,toss-decision,toss-winner,tv-umpire,umpire-0,umpire-1,venue,winner,winner-runs,winner-wickets,year
Leicester,ICC Women's World Cup,2017/07/08,1085962,female,18.0,SR Bernard,,True,,D van Niekerk,S Redfern,2017,,India,South Africa,field,India,,JM Williams,P Wilson,Grace Road,South Africa,115.0,,2017
Bristol,ICC Women's World Cup,2017/07/09,1085963,female,19.0,RB Richardson,,,,KH Brunt,K Cross,2017,,England,Australia,bat,England,AK Chaudhary,CM Brown,AT Holdstock,County Ground,England,3.0,,2017
Derby,ICC Women's World Cup,2017/07/09,1085964,female,20.0,DT Jukes,,True,,A Mohammed,P Wilson,2017,,Sri Lanka,West Indies,field,Sri Lanka,,S George,CA Polosak,County Ground,West Indies,47.0,,2017
Leicester,ICC Women's World Cup,2017/07/11,1085965,female,21.0,SR Bernard,D/L,True,,DJS Dottin,CA Polosak,2017,,Pakistan,West Indies,field,Pakistan,,S Redfern,L Rusere,Grace Road,West Indies,19.0,,2017
Taunton,ICC Women's World Cup,2017/07/12,1085966,female,22.0,DT Jukes,,True,,D van Niekerk,AK Chaudhary,2017,,South Africa,Sri Lanka,bat,Sri Lanka,,GO Brathwaite,K Cross,County Ground,South Africa,,8.0,2017
Bristol,ICC Women's World Cup,2017/07/12,1085967,female,23.0,RB Richardson,,True,,MM Lanning,S George,2017,,Australia,India,field,Australia,CM Brown,AT Holdstock,Sharfuddoula,County Ground,Australia,,8.0,2017
Derby,ICC Women's World Cup,2017/07/12,1085968,female,24.0,SR Bernard,,,,NR Sciver,CA Polosak,2017,,England,New Zealand,bat,England,,Ahsan Raza,JM Williams,County Ground,England,75.0,,2017
Taunton,ICC Women's World Cup,2017/07/15,1085969,female,25.0,DT Jukes,,True,,EA Perry,Ahsan Raza,2017,,Australia,South Africa,bat,Australia,,CM Brown,L Rusere,County Ground,Australia,59.0,,2017
Bristol,ICC Women's World Cup,2017/07/15,1085970,female,26.0,SR Bernard,,,,HC Knight,AT Holdstock,2017,,England,West Indies,field,West Indies,Sharfuddoula,AK Chaudhary,P Wilson,County Ground,England,92.0,,2017
Derby,ICC Women's World Cup,2017/07/15,1085971,female,27.0,RB Richardson,,True,,M Raj,JM Williams,2017,,India,New Zealand,field,New Zealand,,S George,CA Polosak,County Ground,India,186.0,,2017
Leicester,ICC Women's World Cup,2017/07/15,1085972,female,28.0,SJ Davis,,True,,HHC Gunaratne,GO Brathwaite,2017,,Pakistan,Sri Lanka,bat,Sri Lanka,,K Cross,S Redfern,Grace Road,Sri Lanka,15.0,,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/07,1089136,male,1.0,D Govindjee,,True,,Jitin Singh,VR Angara,2017,,Nigeria,Tanzania,field,Nigeria,,S George,D Odhiambo,Willowmoore Park,Tanzania,148.0,,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/07,1089137,male,2.0,D Govindjee,,True,,DNA Ankrah,F Ekalunga,2017,,Ghana,Sierra Leone,field,Sierra Leone,,PM Musoke,IO Oyieko,Willowmoore Park B Field,Ghana,113.0,,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/07,1089138,male,3.0,D Govindjee,,True,,T Tshose,C Thorburn,2017,,Botswana,Zambia,field,Zambia,,R D'Mello,A Louw,Willowmoore Park C Field,Botswana,81.0,,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/08,1089139,male,4.0,D Govindjee,,True,,J Zimba,A Louw,2017,,Sierra Leone,Zambia,bat,Zambia,,VR Angara,S George,Willowmoore Park,Zambia,41.0,,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/08,1089140,male,5.0,D Govindjee,,True,,G Bakiweyem,D Odhiambo,2017,,Ghana,Nigeria,field,Ghana,,F Ekalunga,IO Oyieko,Willowmoore Park B Field,Ghana,,4.0,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/08,1089141,male,6.0,D Govindjee,,True,,KN Mussa,PM Musoke,2017,,Botswana,Tanzania,field,Tanzania,,R D'Mello,C Thorburn,Willowmoore Park C Field,Botswana,26.0,,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/10,1089142,male,7.0,D Govindjee,,True,,S Ateak,PM Musoke,2017,,Botswana,Ghana,field,Ghana,,D Odhiambo,C Thorburn,Willowmoore Park,Ghana,,4.0,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/10,1089143,male,8.0,D Govindjee,,True,,A Dagar,S George,2017,,Tanzania,Zambia,field,Tanzania,,VR Angara,IO Oyieko,Willowmoore Park B Field,Tanzania,,2.0,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/10,1089144,male,9.0,D Govindjee,,True,,OA Olympio,R D'Mello,2017,,Nigeria,Sierra Leone,bat,Nigeria,,F Ekalunga,A Louw,Willowmoore Park C Field,Nigeria,91.0,,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/11,1089145,male,10.0,D Govindjee,,True,,AS Abioye,S George,2017,,Nigeria,Zambia,bat,Zambia,,R D'Mello,F Ekalunga,Willowmoore Park,Nigeria,,3.0,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/11,1089146,male,11.0,D Govindjee,,True,,K Motlanka,VR Angara,2017,,Botswana,Sierra Leone,bat,Sierra Leone,,A Louw,D Odhiambo,Willowmoore Park B Field,Botswana,,2.0,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/11,1089147,male,12.0,D Govindjee,,True,,V Ateak,IO Oyieko,2017,,Ghana,Tanzania,field,Ghana,,PM Musoke,C Thorburn,Willowmoore Park C Field,Ghana,,5.0,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/13,1089148,male,13.0,D Govindjee,D/L,True,,KN Mussa,C Thorburn,2017,,Sierra Leone,Tanzania,bat,Tanzania,,PM Musoke,IO Oyieko,Willowmoore Park,Tanzania,165.0,,2017
Benoni,ICC World Cricket League Africa Region Qualifiers,2017/04/13,1089149,male,14.0,D Govindjee,,True,no result,,A Louw,2017,,Botswana,Nigeria,bat,Botswana,,R D'Mello,S George,Willowmoore Park B Field,,,,2017
Abu Dhabi,,2017/04/04,1089183,male,3.0,SR Bernard,,,,,IJ Dixon,2017,Papua New Guinea in United Arab Emirates ODI Series,United Arab Emirates,Papua New Guinea,bat,United Arab Emirates,,Akbar Ali,Shozab Raza,Sheikh Zayed Stadium,United Arab Emirates,103.0,,2017
Edinburgh,,2017/06/15,1089419,male,1.0,J Srinath,D/L,,,,DA Haggo,2017,Zimbabwe in Scotland ODI Series,Scotland,Zimbabwe,bat,Scotland,,RSA Palliyaguruge,IN Ramage,Grange Cricket Club Ground,Scotland,26.0,,2017
Edinburgh,,2017/06/17,1089420,male,2.0,J Srinath,,,,,DA Haggo,2017,Zimbabwe in Scotland ODI Series,Scotland,Zimbabwe,bat,Scotland,,RSA Palliyaguruge,IN Ramage,Grange Cricket Club Ground,Zimbabwe,,6.0,2017
Chiang Mai,ICC World Cricket League Asia Region Division One,2017/04/22,1089472,male,,,,True,,Iman-ul-Haq,,2017,,Qatar,Kuwait,field,Kuwait,,V Kalidas,Rahul Asher,Royal Chiangmai Golf Club,Qatar,150.0,,2017
Potchefstroom,,2017/05/07,1089520,female,1.0,D Govindjee,,,,S Ismail,,2017,Women's Quadrangular Series (in South Africa),South Africa,Zimbabwe,bat,Zimbabwe,,BP Jele,TC Mokorosi,Senwes Park,South Africa,,8.0,2017
Potchefstroom,,2017/05/07,1089521,female,2.0,D Govindjee,,True,,DB Sharma,,2017,Women's Quadrangular Series (in South Africa),India,Ireland,field,India,,AT Holdstock,A Jacobs,North-West University No1 Ground,India,,10.0,2017
Potchefstroom,,2017/05/09,1089522,female,3.0,D Govindjee,,,,S Pandey,,2017,Women's Quadrangular Series (in South Africa),South Africa,India,field,India,,AT Holdstock,A Jacobs,North-West University No1 Ground,India,,7.0,2017
Potchefstroom,,2017/05/11,1089524,female,5.0,D Govindjee,,,,L Wolvaardt,,2017,Women's Quadrangular Series (in South Africa),South Africa,Ireland,bat,South Africa,,AT Holdstock,TC Mokorosi,Senwes Park,South Africa,178.0,,2017
Potchefstroom,,2017/05/11,1089525,female,6.0,D Govindjee,,True,,RS Gayakwad,,2017,Women's Quadrangular Series (in South Africa),India,Zimbabwe,bat,Zimbabwe,,A Jacobs,BP Jele,North-West University No1 Ground,India,,9.0,2017
Potchefstroom,,2017/05/15,1089526,female,7.0,D Govindjee,,,,S Ismail,,2017,Women's Quadrangular Series (in South Africa),South Africa,Zimbabwe,bat,Zimbabwe,,A Jacobs,BP Jele,North-West University No1 Ground,South Africa,,7.0,2017
Potchefstroom,,2017/05/17,1089528,female,9.0,D Govindjee,,,,CL Tryon,,2017,Women's Quadrangular Series (in South Africa),South Africa,India,field,India,,BP Jele,TC Mokorosi,Senwes Park,South Africa,8.0,,2017
Potchefstroom,,2017/05/19,1089530,female,11.0,D Govindjee,,,,A Steyn,,2017,Women's Quadrangular Series (in South Africa),South Africa,Ireland,bat,South Africa,,AT Holdstock,A Jacobs,North-West University No1 Ground,South Africa,120.0,,2017
Potchefstroom,,2017/05/19,1089531,female,12.0,D Govindjee,,True,,DB Sharma,,2017,Women's Quadrangular Series (in South Africa),India,Zimbabwe,bat,Zimbabwe,,BP Jele,TC Mokorosi,Senwes Park,India,,10.0,2017
Potchefstroom,,2017/05/21,1089533,female,,D Govindjee,,,,PG Raut,,2017,Women's Quadrangular Series (in South Africa),South Africa,India,field,India,,AT Holdstock,BP Jele,Senwes Park,India,,8.0,2017
St Lucia,,2017/06/09,1089779,male,1.0,JJ Crowe,,,,Rashid Khan,N Duguid,2017,Afghanistan in West Indies ODI Series,West Indies,Afghanistan,bat,Afghanistan,LS Reifer,C Shamshuddin,JS Wilson,Darren Sammy National Cricket Stadium,Afghanistan,63.0,,2017
St Lucia,,2017/06/11,1089780,male,2.0,JJ Crowe,,,,SD Hope,LS Reifer,2017,Afghanistan in West Indies ODI Series,West Indies,Afghanistan,bat,Afghanistan,JS Wilson,N Duguid,C Shamshuddin,Darren Sammy National Cricket Stadium,West Indies,,4.0,2017
Trinidad,,2017/06/25,1098207,male,2.0,DC Boon,,,,AM Rahane,JS Wilson,2017,India in West Indies ODI Series,West Indies,India,field,West Indies,HDPK Dharmasena,N Duguid,CB Gaffaney,Queen's Park Oval,India,105.0,,2017
Antigua,,2017/06/30,1098208,male,3.0,DC Boon,,,,MS Dhoni,JS Wilson,2017,India in West Indies ODI Series,West Indies,India,field,West Indies,CB Gaffaney,HDPK Dharmasena,N Duguid,Sir Vivian Richards Stadium,India,93.0,,2017
Antigua,,2017/07/02,1098209,male,4.0,DC Boon,,,,JO Holder,N Duguid,2017,India in West Indies ODI Series,West Indies,India,bat,West Indies,HDPK Dharmasena,CB Gaffaney,JS Wilson,Sir Vivian Richards Stadium,West Indies,11.0,,2017
Jamaica,,2017/07/06,1098210,male,5.0,DC Boon,,,,V Kohli,N Duguid,2017,India in West Indies ODI Series,West Indies,India,bat,West Indies,CB Gaffaney,HDPK Dharmasena,LS Reifer,Sabina Park,India,,8.0,2017
,,2017/06/30,1104478,male,1.0,BC Broad,,,,SF Mire,REJ Martinesz,2017,Zimbabwe in Sri Lanka ODI Series,Sri Lanka,Zimbabwe,bat,Sri Lanka,NJ Llong,IJ Gould,RSA Palliyaguruge,Galle International Stadium,Zimbabwe,,6.0,2017
,,2017/07/02,1104479,male,2.0,BC Broad,,,,PADLR Sandakan,REJ Martinesz,2017,Zimbabwe in Sri Lanka ODI Series,Sri Lanka,Zimbabwe,field,Sri Lanka,IJ Gould,NJ Llong,RSA Palliyaguruge,Galle International Stadium,Sri Lanka,,7.0,2017
Hambantota,,2017/07/06,1104480,male,3.0,BC Broad,,,,MD Gunathilaka,RSA Palliyaguruge,2017,Zimbabwe in Sri Lanka ODI Series,Sri Lanka,Zimbabwe,field,Sri Lanka,NJ Llong,IJ Gould,REJ Martinesz,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,,8.0,2017
Hambantota,,2017/07/08,1104481,male,4.0,BC Broad,D/L,,,CR Ervine,RSA Palliyaguruge,2017,Zimbabwe in Sri Lanka ODI Series,Sri Lanka,Zimbabwe,bat,Sri Lanka,IJ Gould,NJ Llong,REJ Martinesz,Mahinda Rajapaksa International Cricket Stadium,Zimbabwe,,4.0,2017
Hambantota,,2017/07/10,1104482,male,5.0,BC Broad,,,,Sikandar Raza,REJ Martinesz,2017,Zimbabwe in Sri Lanka ODI Series,Sri Lanka,Zimbabwe,field,Zimbabwe,NJ Llong,IJ Gould,RR Wimalasiri,Mahinda Rajapaksa International Cricket Stadium,Zimbabwe,,3.0,2017
London,World Cup,2019/05/30,1144483,male,1.0,DC Boon,,,,BA Stokes,JS Wilson,2019,,England,South Africa,field,South Africa,PR Reiffel,BNJ Oxenford,HDPK Dharmasena,Kennington Oval,England,104.0,,2019
Nottingham,World Cup,2019/05/31,1144484,male,2.0,JJ Crowe,,,,O Thomas,RSA Palliyaguruge,2019,,Pakistan,West Indies,field,West Indies,S Ravi,CB Gaffaney,M Erasmus,Trent Bridge,West Indies,,7.0,2019
Cardiff,World Cup,2019/06/01,1144485,male,3.0,AJ Pycroft,,,,MJ Henry,P Wilson,2019,,New Zealand,Sri Lanka,field,New Zealand,NJ Llong,RJ Tucker,IJ Gould,Sophia Gardens,New Zealand,,10.0,2019
Bristol,World Cup,2019/06/01,1144486,male,4.0,RS Madugalle,,,,DA Warner,RA Kettleborough,2019,,Afghanistan,Australia,bat,Afghanistan,MA Gough,Aleem Dar,RK Illingworth,County Ground,Australia,,7.0,2019
London,World Cup,2019/06/02,1144487,male,5.0,DC Boon,,,,Shakib Al Hasan,BNJ Oxenford,2019,,Bangladesh,South Africa,field,South Africa,HDPK Dharmasena,JS Wilson,PR Reiffel,Kennington Oval,Bangladesh,21.0,,2019
Nottingham,World Cup,2019/06/03,1144488,male,6.0,JJ Crowe,,,,Mohammad Hafeez,CB Gaffaney,2019,,England,Pakistan,field,England,RSA Palliyaguruge,M Erasmus,S Ravi,Trent Bridge,Pakistan,14.0,,2019
Cardiff,World Cup,2019/06/04,1144489,male,7.0,AJ Pycroft,D/L,,,N Pradeep,IJ Gould,2019,,Afghanistan,Sri Lanka,field,Afghanistan,RJ Tucker,P Wilson,NJ Llong,Sophia Gardens,Sri Lanka,34.0,,2019
Southampton,World Cup,2019/06/05,1144490,male,8.0,RS Madugalle,,,,RG Sharma,Aleem Dar,2019,,India,South Africa,bat,South Africa,RK Illingworth,RA Kettleborough,MA Gough,The Rose Bowl,India,,6.0,2019
London,World Cup,2019/06/05,1144491,male,9.0,DC Boon,,,,LRPL Taylor,HDPK Dharmasena,2019,,Bangladesh,New Zealand,field,New Zealand,JS Wilson,BNJ Oxenford,PR Reiffel,Kennington Oval,New Zealand,,2.0,2019
Nottingham,World Cup,2019/06/06,1144492,male,10.0,JJ Crowe,,,,NM Coulter-Nile,S Ravi,2019,,Australia,West Indies,field,West Indies,M Erasmus,CB Gaffaney,RSA Palliyaguruge,Trent Bridge,Australia,15.0,,2019
Cardiff,World Cup,2019/06/08,1144494,male,12.0,DC Boon,,,,JJ Roy,PR Reiffel,2019,,England,Bangladesh,field,Bangladesh,BNJ Oxenford,JS Wilson,HDPK Dharmasena,Sophia Gardens,England,106.0,,2019
Taunton,World Cup,2019/06/08,1144495,male,13.0,RS Madugalle,,,,JDS Neesham,RK Illingworth,2019,,Afghanistan,New Zealand,field,New Zealand,RA Kettleborough,MA Gough,Aleem Dar,The Cooper Associates County Ground,New Zealand,,7.0,2019
London,World Cup,2019/06/09,1144496,male,14.0,AJ Pycroft,,,,S Dhawan,RSA Palliyaguruge,2019,,Australia,India,bat,India,NJ Llong,IJ Gould,CB Gaffaney,Kennington Oval,India,36.0,,2019
Taunton,World Cup,2019/06/12,1144499,male,17.0,AJ Pycroft,,,,DA Warner,CB Gaffaney,2019,,Australia,Pakistan,field,Pakistan,IJ Gould,NJ Llong,RSA Palliyaguruge,The Cooper Associates County Ground,Australia,41.0,,2019
Southampton,World Cup,2019/06/14,1144501,male,19.0,DC Boon,,,,JE Root,P Wilson,2019,,England,West Indies,field,England,RJ Tucker,HDPK Dharmasena,S Ravi,The Rose Bowl,England,,8.0,2019
London,World Cup,2019/06/15,1144502,male,20.0,JJ Crowe,,,,AJ Finch,RA Kettleborough,2019,,Australia,Sri Lanka,field,Sri Lanka,MA Gough,Aleem Dar,RK Illingworth,Kennington Oval,Australia,87.0,,2019
Cardiff,World Cup,2019/06/15,1144503,male,21.0,AJ Pycroft,D/L,,,Imran Tahir,NJ Llong,2019,,Afghanistan,South Africa,field,South Africa,IJ Gould,CB Gaffaney,RSA Palliyaguruge,Sophia Gardens,South Africa,,9.0,2019
Manchester,World Cup,2019/06/16,1144504,male,22.0,RS Madugalle,D/L,,,RG Sharma,PR Reiffel,2019,,India,Pakistan,field,Pakistan,JS Wilson,BNJ Oxenford,M Erasmus,Old Trafford,India,89.0,,2019
Taunton,World Cup,2019/06/17,1144505,male,23.0,DC Boon,,,,Shakib Al Hasan,HDPK Dharmasena,2019,,Bangladesh,West Indies,field,Bangladesh,P Wilson,RJ Tucker,S Ravi,The Cooper Associates County Ground,Bangladesh,,7.0,2019
Manchester,World Cup,2019/06/18,1144506,male,24.0,RS Madugalle,,,,EJG Morgan,BNJ Oxenford,2019,,England,Afghanistan,bat,England,M Erasmus,JS Wilson,PR Reiffel,Old Trafford,England,150.0,,2019
Birmingham,World Cup,2019/06/19,1144507,male,25.0,RB Richardson,,,,KS Williamson,RSA Palliyaguruge,2019,,New Zealand,South Africa,field,New Zealand,RJ Tucker,IJ Gould,NJ Llong,Edgbaston,New Zealand,,4.0,2019
Nottingham,World Cup,2019/06/20,1144508,male,26.0,JJ Crowe,,,,DA Warner,Aleem Dar,2019,,Australia,Bangladesh,bat,Australia,RK Illingworth,RA Kettleborough,MA Gough,Trent Bridge,Australia,48.0,,2019
Leeds,World Cup,2019/06/21,1144509,male,27.0,RB Richardson,,,,SL Malinga,PR Reiffel,2019,,England,Sri Lanka,bat,Sri Lanka,BNJ Oxenford,P Wilson,M Erasmus,Headingley,Sri Lanka,20.0,,2019
Southampton,World Cup,2019/06/22,1144510,male,28.0,BC Broad,,,,JJ Bumrah,MA Gough,2019,,Afghanistan,India,bat,India,RA Kettleborough,Aleem Dar,RK Illingworth,The Rose Bowl,India,11.0,,2019
Manchester,World Cup,2019/06/22,1144511,male,29.0,DC Boon,,,,KS Williamson,RJ Tucker,2019,,New Zealand,West Indies,field,West Indies,NJ Llong,IJ Gould,RSA Palliyaguruge,Old Trafford,New Zealand,5.0,,2019
London,World Cup,2019/06/23,1144512,male,30.0,RS Madugalle,,,,Haris Sohail,S Ravi,2019,,Pakistan,South Africa,bat,Pakistan,CB Gaffaney,JS Wilson,HDPK Dharmasena,Lord's,Pakistan,49.0,,2019
Southampton,World Cup,2019/06/24,1144513,male,31.0,RB Richardson,,,,Shakib Al Hasan,RK Illingworth,2019,,Afghanistan,Bangladesh,field,Afghanistan,Aleem Dar,RA Kettleborough,MA Gough,The Rose Bowl,Bangladesh,62.0,,2019
London,World Cup,2019/06/25,1144514,male,32.0,RS Madugalle,,,,AJ Finch,JS Wilson,2019,,England,Australia,field,England,HDPK Dharmasena,CB Gaffaney,S Ravi,Lord's,Australia,64.0,,2019
Birmingham,World Cup,2019/06/26,1144515,male,33.0,RB Richardson,,,,Babar Azam,M Erasmus,2019,,New Zealand,Pakistan,bat,New Zealand,P Wilson,BNJ Oxenford,PR Reiffel,Edgbaston,Pakistan,,6.0,2019
Manchester,World Cup,2019/06/27,1144516,male,34.0,BC Broad,,,,V Kohli,Aleem Dar,2019,,India,West Indies,bat,India,MA Gough,RA Kettleborough,RK Illingworth,Old Trafford,India,125.0,,2019
Chester-le-Street,World Cup,2019/06/28,1144517,male,35.0,DC Boon,,,,D Pretorius,PR Reiffel,2019,,South Africa,Sri Lanka,field,South Africa,BNJ Oxenford,RJ Tucker,S Ravi,Riverside Ground,South Africa,,9.0,2019
Leeds,World Cup,2019/06/29,1144518,male,36.0,BC Broad,,,,Imad Wasim,IJ Gould,2019,,Afghanistan,Pakistan,bat,Afghanistan,CB Gaffaney,P Wilson,NJ Llong,Headingley,Pakistan,,3.0,2019
London,World Cup,2019/06/29,1144519,male,37.0,RB Richardson,,,,AT Carey,MA Gough,2019,,Australia,New Zealand,bat,Australia,RA Kettleborough,JS Wilson,RK Illingworth,Lord's,Australia,86.0,,2019
Birmingham,World Cup,2019/06/30,1144520,male,38.0,RS Madugalle,,,,JM Bairstow,M Erasmus,2019,,England,India,bat,England,RSA Palliyaguruge,Aleem Dar,HDPK Dharmasena,Edgbaston,England,31.0,,2019
Chester-le-Street,World Cup,2019/07/01,1144521,male,39.0,DC Boon,,,,WIA Fernando,RJ Tucker,2019,,Sri Lanka,West Indies,field,West Indies,S Ravi,BNJ Oxenford,PR Reiffel,Riverside Ground,Sri Lanka,23.0,,2019
Birmingham,World Cup,2019/07/02,1144522,male,40.0,RS Madugalle,,,,RG Sharma,HDPK Dharmasena,2019,,Bangladesh,India,bat,India,Aleem Dar,M Erasmus,RSA Palliyaguruge,Edgbaston,India,28.0,,2019
Chester-le-Street,World Cup,2019/07/03,1144523,male,41.0,DC Boon,,,,JM Bairstow,BNJ Oxenford,2019,,England,New Zealand,bat,England,PR Reiffel,RJ Tucker,S Ravi,Riverside Ground,England,119.0,,2019
Leeds,World Cup,2019/07/04,1144524,male,42.0,BC Broad,,,,SD Hope,P Wilson,2019,,Afghanistan,West Indies,bat,West Indies,IJ Gould,CB Gaffaney,NJ Llong,Headingley,West Indies,23.0,,2019
London,World Cup,2019/07/05,1144525,male,43.0,RB Richardson,,,,Shaheen Shah Afridi,JS Wilson,2019,,Bangladesh,Pakistan,bat,Pakistan,RK Illingworth,RA Kettleborough,MA Gough,Lord's,Pakistan,94.0,,2019
Leeds,World Cup,2019/07/06,1144526,male,44.0,BC Broad,,,,RG Sharma,NJ Llong,2019,,India,Sri Lanka,bat,Sri Lanka,CB Gaffaney,P Wilson,IJ Gould,Headingley,India,,7.0,2019
Manchester,World Cup,2019/07/06,1144527,male,45.0,RS Madugalle,,,,F du Plessis,RSA Palliyaguruge,2019,,Australia,South Africa,bat,South Africa,S Ravi,Aleem Dar,HDPK Dharmasena,Old Trafford,South Africa,10.0,,2019
Manchester,World Cup,2019/07/09,1144528,male,,DC Boon,,,,MJ Henry,NJ Llong,2019,,India,New Zealand,bat,New Zealand,RJ Tucker,RA Kettleborough,RK Illingworth,Old Trafford,New Zealand,18.0,,2019
Birmingham,World Cup,2019/07/11,1144529,male,,RS Madugalle,,,,CR Woakes,Aleem Dar,2019,,Australia,England,bat,Australia,CB Gaffaney,HDPK Dharmasena,M Erasmus,Edgbaston,England,,8.0,2019
Dublin,England tour of Ireland 2019,2019/05/03,1161014,male,,RB Richardson,,,,BT Foakes,AJ Neill,2019,,Ireland,England,field,England,Aleem Dar,HDPK Dharmasena,PA Reynolds,The Village,England,,4.0,2019
Leicester,ICC Women's Championship,2019/06/06,1168016,female,,Phil Whitticase,,,,AE Jones,S Redfern,2019,,England,West Indies,bat,England,DJ Millns,GD Lloyd,AG Wharf,Grace Road,England,208.0,,2019
Worcester,ICC Women's Championship,2019/06/09,1168017,female,,Phil Whitticase,D/L,,,A Shrubsole,GD Lloyd,2019,,England,West Indies,bat,England,AG Wharf,S Redfern,DJ Millns,County Ground,England,121.0,,2019
Chelmsford,ICC Women's Championship,2019/06/13,1168018,female,,,D/L,,,AE Jones,James Middlebrook,2019,,England,West Indies,field,West Indies,GD Lloyd,DJ Millns,S Redfern,County Ground,England,135.0,,2019
Leicester,,2019/07/02,1168022,female,1.0,Wayne Noon,,,,EA Perry,S Redfern,2019,Australia Women tour of England 2019,England,Australia,field,Australia,GD Lloyd,RT Robinson,MJ Saggers,Grace Road,Australia,,2.0,2019
Leicester,,2019/07/04,1168023,female,2.0,Wayne Noon,,,,DM Kimmince,MJ Saggers,2019,Australia Women tour of England 2019,England,Australia,bat,England,S Redfern,GD Lloyd,RT Robinson,Grace Road,Australia,,4.0,2019
Canterbury,,2019/07/07,1168024,female,,Wayne Noon,,,,EA Perry,RT Robinson,2019,Australia Women tour of England 2019,England,Australia,field,England,S Redfern,GD Lloyd,MJ Saggers,St Lawrence Ground,Australia,194.0,,2019
Bready,,2019/07/01,1168517,male,1.0,JJ Crowe,,,,,R Black,2019,Zimbabwe tour of Netherlands and Ireland 2019,Ireland,Zimbabwe,field,Ireland,,M Hawthorne,S George,Bready Cricket Club,Ireland,,4.0,2019
Belfast,,2019/07/04,1168518,male,2.0,JJ Crowe,,,,,M Hawthorne,2019,Zimbabwe tour of Netherlands and Ireland 2019,Ireland,Zimbabwe,field,Zimbabwe,,R Black,S George,Civil Service Cricket Club,Ireland,5.0,,2019
Belfast,,2019/07/07,1168519,male,3.0,JJ Crowe,,,,,M Hawthorne,2019,Zimbabwe tour of Netherlands and Ireland 2019,Ireland,Zimbabwe,bat,Zimbabwe,,R Black,S George,Civil Service Cricket Club,Ireland,,6.0,2019
